DELIVERY_START,spot_id_delta
2023-04-02 00:00:00+02:00,0.013449163
2023-04-02 01:00:00+02:00,-0.16785556
2023-04-02 02:00:00+02:00,-0.63163704
2023-04-02 03:00:00+02:00,-0.63163704
2023-04-02 04:00:00+02:00,-0.5908224
2023-04-02 05:00:00+02:00,-0.5908224
2023-04-02 06:00:00+02:00,-0.5908224
2023-04-02 07:00:00+02:00,-0.7759518
2023-04-02 08:00:00+02:00,-1.7308313
2023-04-02 09:00:00+02:00,-0.38117135
2023-04-02 10:00:00+02:00,0.041549314
2023-04-02 11:00:00+02:00,0.649209
2023-04-02 12:00:00+02:00,0.7887905
2023-04-02 13:00:00+02:00,0.123461
2023-04-02 14:00:00+02:00,-0.13075933
2023-04-02 15:00:00+02:00,-0.13975534
2023-04-02 16:00:00+02:00,-0.13975534
2023-04-02 17:00:00+02:00,-0.13975534
2023-04-02 18:00:00+02:00,-0.13975534
2023-04-02 19:00:00+02:00,0.58646345
2023-04-02 20:00:00+02:00,0.31130484
2023-04-02 21:00:00+02:00,0.53919727
2023-04-02 22:00:00+02:00,0.53919727
2023-04-02 23:00:00+02:00,0.59686714
2023-04-03 00:00:00+02:00,0.013449163
2023-04-03 01:00:00+02:00,-0.16785556
2023-04-03 02:00:00+02:00,-0.6595234
2023-04-03 03:00:00+02:00,-0.6918332
2023-04-03 04:00:00+02:00,-0.6918332
2023-04-03 05:00:00+02:00,-0.6918332
2023-04-03 06:00:00+02:00,-0.04541419
2023-04-03 07:00:00+02:00,-0.17551546
2023-04-03 08:00:00+02:00,-0.1342133
2023-04-03 09:00:00+02:00,0.49448535
2023-04-03 10:00:00+02:00,0.78937036
2023-04-03 11:00:00+02:00,0.71414125
2023-04-03 12:00:00+02:00,0.33640927
2023-04-03 13:00:00+02:00,0.29929134
2023-04-03 14:00:00+02:00,0.29929134
2023-04-03 15:00:00+02:00,0.6202069
2023-04-03 16:00:00+02:00,0.7074587
2023-04-03 17:00:00+02:00,0.7074587
2023-04-03 18:00:00+02:00,0.39281255
2023-04-03 19:00:00+02:00,0.3300668
2023-04-03 20:00:00+02:00,0.23687522
2023-04-03 21:00:00+02:00,0.2828006
2023-04-03 22:00:00+02:00,0.2828006
2023-04-03 23:00:00+02:00,0.2828006
2023-04-04 00:00:00+02:00,0.3355466
2023-04-04 01:00:00+02:00,0.2036925
2023-04-04 02:00:00+02:00,-0.4215359
2023-04-04 03:00:00+02:00,-0.15870169
2023-04-04 04:00:00+02:00,-0.051151168
2023-04-04 05:00:00+02:00,-0.077724144
2023-04-04 06:00:00+02:00,-0.00459955
2023-04-04 07:00:00+02:00,-0.23274185
2023-04-04 08:00:00+02:00,-1.1424593
2023-04-04 09:00:00+02:00,0.40520287
2023-04-04 10:00:00+02:00,1.0520192
2023-04-04 11:00:00+02:00,-0.015175611
2023-04-04 12:00:00+02:00,-0.17228541
2023-04-04 13:00:00+02:00,-0.17228541
2023-04-04 14:00:00+02:00,-0.51976454
2023-04-04 15:00:00+02:00,-0.092121996
2023-04-04 16:00:00+02:00,0.012975813
2023-04-04 17:00:00+02:00,-1.6745651
2023-04-04 18:00:00+02:00,1.7124244
2023-04-04 19:00:00+02:00,1.3511279
2023-04-04 20:00:00+02:00,1.2579365
2023-04-04 21:00:00+02:00,1.256535
2023-04-04 22:00:00+02:00,0.8746875
2023-04-04 23:00:00+02:00,1.1972075
2023-04-05 00:00:00+02:00,1.278223
2023-04-05 01:00:00+02:00,1.278223
2023-04-05 02:00:00+02:00,0.49784604
2023-04-05 03:00:00+02:00,0.49784604
