DELIVERY_START,spot_id_delta
2023-04-02 00:00:00+02:00,-5.783582
2023-04-02 01:00:00+02:00,-1.3270395
2023-04-02 02:00:00+02:00,-15.426421
2023-04-02 03:00:00+02:00,-13.498919
2023-04-02 04:00:00+02:00,-1.6282259
2023-04-02 05:00:00+02:00,-5.3277164
2023-04-02 06:00:00+02:00,-2.7239578
2023-04-02 07:00:00+02:00,-10.6381
2023-04-02 08:00:00+02:00,-4.0539494
2023-04-02 09:00:00+02:00,-8.562214
2023-04-02 10:00:00+02:00,-6.461987
2023-04-02 11:00:00+02:00,7.5783
2023-04-02 12:00:00+02:00,7.47683
2023-04-02 13:00:00+02:00,-15.295408
2023-04-02 14:00:00+02:00,-11.180501
2023-04-02 15:00:00+02:00,-1.831477
2023-04-02 16:00:00+02:00,4.346046
2023-04-02 17:00:00+02:00,4.717865
2023-04-02 18:00:00+02:00,-3.9475427
2023-04-02 19:00:00+02:00,9.805927
2023-04-02 20:00:00+02:00,22.115582
2023-04-02 21:00:00+02:00,13.405038
2023-04-02 22:00:00+02:00,14.956301
2023-04-02 23:00:00+02:00,11.618644
2023-04-03 00:00:00+02:00,-10.958488
2023-04-03 01:00:00+02:00,0.42795864
2023-04-03 02:00:00+02:00,-11.51199
2023-04-03 03:00:00+02:00,-9.5346
2023-04-03 04:00:00+02:00,-6.699736
2023-04-03 05:00:00+02:00,-17.4103
2023-04-03 06:00:00+02:00,-20.021143
2023-04-03 07:00:00+02:00,-19.42773
2023-04-03 08:00:00+02:00,-7.0499606
2023-04-03 09:00:00+02:00,-9.652353
2023-04-03 10:00:00+02:00,-9.926937
2023-04-03 11:00:00+02:00,-10.4561405
2023-04-03 12:00:00+02:00,-11.558022
2023-04-03 13:00:00+02:00,-11.322539
2023-04-03 14:00:00+02:00,-13.301762
2023-04-03 15:00:00+02:00,-7.2245364
2023-04-03 16:00:00+02:00,-13.031961
2023-04-03 17:00:00+02:00,-2.5901656
2023-04-03 18:00:00+02:00,2.9987347
2023-04-03 19:00:00+02:00,4.418475
2023-04-03 20:00:00+02:00,4.6056676
2023-04-03 21:00:00+02:00,2.2477698
2023-04-03 22:00:00+02:00,4.016327
2023-04-03 23:00:00+02:00,-3.2819972
2023-04-04 00:00:00+02:00,1.9073062
2023-04-04 01:00:00+02:00,13.090883
2023-04-04 02:00:00+02:00,-9.310034
2023-04-04 03:00:00+02:00,-7.213416
2023-04-04 04:00:00+02:00,-7.5946584
2023-04-04 05:00:00+02:00,-5.4970336
2023-04-04 06:00:00+02:00,3.7525787
2023-04-04 07:00:00+02:00,-4.6572423
2023-04-04 08:00:00+02:00,2.3067129
2023-04-04 09:00:00+02:00,9.200901
2023-04-04 10:00:00+02:00,17.96731
2023-04-04 11:00:00+02:00,1.9629773
2023-04-04 12:00:00+02:00,-11.468771
2023-04-04 13:00:00+02:00,-4.8309383
2023-04-04 14:00:00+02:00,-19.936884
2023-04-04 15:00:00+02:00,0.42556915
2023-04-04 16:00:00+02:00,12.378733
2023-04-04 17:00:00+02:00,14.305064
2023-04-04 18:00:00+02:00,25.732548
2023-04-04 19:00:00+02:00,25.20504
2023-04-04 20:00:00+02:00,25.500502
2023-04-04 21:00:00+02:00,30.34176
2023-04-04 22:00:00+02:00,24.369717
2023-04-04 23:00:00+02:00,21.78622
2023-04-05 00:00:00+02:00,7.992217
2023-04-05 01:00:00+02:00,5.0066905
2023-04-05 02:00:00+02:00,-6.501221
2023-04-05 03:00:00+02:00,-5.2450557
2023-04-05 04:00:00+02:00,-0.993942
2023-04-05 05:00:00+02:00,3.4092288
2023-04-05 06:00:00+02:00,1.8494239
2023-04-05 07:00:00+02:00,10.95683
2023-04-05 08:00:00+02:00,16.115358
2023-04-05 09:00:00+02:00,-3.8638299
2023-04-05 10:00:00+02:00,-9.764693
2023-04-05 11:00:00+02:00,-0.124098286
2023-04-05 12:00:00+02:00,14.341513
2023-04-05 13:00:00+02:00,13.181231
2023-04-05 14:00:00+02:00,16.298199
2023-04-05 15:00:00+02:00,13.057425
2023-04-05 16:00:00+02:00,0.45170748
2023-04-05 17:00:00+02:00,6.212633
2023-04-05 18:00:00+02:00,7.082235
2023-04-05 19:00:00+02:00,13.207484
2023-04-05 20:00:00+02:00,18.50163
2023-04-05 21:00:00+02:00,22.617651
2023-04-05 22:00:00+02:00,28.559202
2023-04-05 23:00:00+02:00,14.422407
2023-04-06 00:00:00+02:00,5.516246
2023-04-06 01:00:00+02:00,5.376875
2023-04-06 02:00:00+02:00,-8.76304
2023-04-06 03:00:00+02:00,-13.435184
2023-04-06 04:00:00+02:00,-11.947577
2023-04-06 05:00:00+02:00,-19.320158
2023-04-06 06:00:00+02:00,-1.8008794
2023-04-06 07:00:00+02:00,-6.7384777
2023-04-06 08:00:00+02:00,6.546918
2023-04-06 09:00:00+02:00,-0.30624607
2023-04-06 10:00:00+02:00,4.573574
2023-04-06 11:00:00+02:00,11.660194
2023-04-06 12:00:00+02:00,6.876549
2023-04-06 13:00:00+02:00,-9.766223
2023-04-06 14:00:00+02:00,-13.02899
2023-04-06 15:00:00+02:00,-21.40501
2023-04-06 16:00:00+02:00,-5.321549
2023-04-06 17:00:00+02:00,-4.415432
2023-04-06 18:00:00+02:00,-0.5767985
2023-04-06 19:00:00+02:00,10.66214
2023-04-06 20:00:00+02:00,11.69551
2023-04-06 21:00:00+02:00,4.8052044
2023-04-06 22:00:00+02:00,6.429035
2023-04-06 23:00:00+02:00,9.135916
2023-04-07 00:00:00+02:00,12.68372
2023-04-07 01:00:00+02:00,0.91909933
2023-04-07 02:00:00+02:00,-6.810913
2023-04-07 03:00:00+02:00,-6.322459
2023-04-07 04:00:00+02:00,2.4671137
2023-04-07 05:00:00+02:00,-25.538774
2023-04-07 06:00:00+02:00,-25.140821
2023-04-07 07:00:00+02:00,3.3191564
2023-04-07 08:00:00+02:00,1.4019312
2023-04-07 09:00:00+02:00,5.0868955
2023-04-07 10:00:00+02:00,11.526895
2023-04-07 11:00:00+02:00,18.637789
2023-04-07 12:00:00+02:00,16.02692
2023-04-07 13:00:00+02:00,4.610404
2023-04-07 14:00:00+02:00,0.6857743
2023-04-07 15:00:00+02:00,-11.547343
2023-04-07 16:00:00+02:00,-11.065907
2023-04-07 17:00:00+02:00,-11.312865
2023-04-07 18:00:00+02:00,-8.970972
2023-04-07 19:00:00+02:00,12.603003
2023-04-07 20:00:00+02:00,7.5277762
2023-04-07 21:00:00+02:00,20.43815
2023-04-07 22:00:00+02:00,29.340082
2023-04-07 23:00:00+02:00,21.238144
2023-04-08 00:00:00+02:00,0.46881992
2023-04-08 01:00:00+02:00,5.8272357
2023-04-08 02:00:00+02:00,0.74015015
2023-04-08 03:00:00+02:00,-0.9281936
2023-04-08 04:00:00+02:00,-5.6535683
2023-04-08 05:00:00+02:00,-5.9152417
2023-04-08 06:00:00+02:00,-2.4809215
2023-04-08 07:00:00+02:00,-3.7076778
2023-04-08 08:00:00+02:00,-1.0788159
2023-04-08 09:00:00+02:00,-7.276687
2023-04-08 10:00:00+02:00,1.1767042
2023-04-08 11:00:00+02:00,-6.573092
2023-04-08 12:00:00+02:00,-12.3374405
2023-04-08 13:00:00+02:00,-4.8495784
